idtram,nombre,secretaria,dependencia,visitas_totales,year
8543,Permiso de Perifoneo Móvil,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8812,"Espacios de alimentación, encuentro y desarrollo",Zimapán,Ayuntamiento de Zimapán,0,2023
8406,Procedimiento de Presunta Responsabilidad Administrativa,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8544,Permiso de Perifoneo Móvil,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8545,Permiso de Perifoneo Estático,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8407,Procedimiento de Presunta Responsabilidad Administrativa,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8814,Programa crecer en familia y desarrollo humano,Zimapán,Ayuntamiento de Zimapán,0,2023
8408,Trámite de Solicitud de Información para Persona Moral,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8816,Asesoría de razón social,Zimapán,Ayuntamiento de Zimapán,0,2023
8546,Permiso de Perifoneo Estático,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8119,Audiencia Publica,Mineral del Chico,Ayuntamiento de Mineral del Chico,0,2023
8547,Permiso para transporte de madera dentro del municipio de Tulancingo,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8409,Trámite de Solicitud de Información para Persona Moral,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8548,Red de Apoyo al Emprendedor,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8410,Trámite de Solicitud de Acceso a Datos Personales para Personas Físicas,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8822,Asistencia alimentaria para adultos mayores.,Zimapán,Ayuntamiento de Zimapán,0,2023
8824,Avalúo,Zimapán,Ayuntamiento de Zimapán,0,2023
8550,Capacitaciones a emprendedores y empresas,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8818,Alineamiento.,Zimapán,Ayuntamiento de Zimapán,0,2023
8411,Trámite de Solicitud de Acceso a Datos Personales para Personas Físicas,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8551,Capacitaciones a emprendedores y empresas,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8826,Inscripción de predio oculto al fisco del Estado en el padrón de poseedores,Zimapán,Ayuntamiento de Zimapán,0,2023
8412,Trámite de Solicitud de Rectificación de Datos Personales para Personas Físicas,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8552,Registro a la Feria Gastronómica,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8828,Atención en UBR,Zimapán,Ayuntamiento de Zimapán,0,2023
8553,Registro a la Feria Gastronómica,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8829,Reparación de lámparas de alumbrado público,Zimapán,Ayuntamiento de Zimapán,0,2023
8830,Constancia de no adeudo.,Zimapán,Ayuntamiento de Zimapán,0,2023
8831,"Apoyo a pago de oportunidades, apoyo alimentario y pensión para adultos mayores",Zimapán,Ayuntamiento de Zimapán,0,2023
8554,Recepción de quejas contra instituciones financieras,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8556,Solicitar el nombre de la institución de la AFORE en la que se encuentra registrado el usuario,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8417,Trámite de Solicitud de Oposición de Datos Personales para Personas Físicas,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8834,Apoyos en general.,Zimapán,Ayuntamiento de Zimapán,0,2023
8557,Solicitud del Buró y Circulo de Crédito,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8416,Trámite de Solicitud de Oposición de Datos Personales para Personas Físicas,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8836,"Scream, ¡alto al trabajo infantil! Defensa de los derechos del niño a través de la educación, las artes y los medios de comunicación.",Zimapán,Ayuntamiento de Zimapán,0,2023
8558,Solicitud del Buró y Circulo de Crédito,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8837,Constancia de tutoría.,Zimapán,Ayuntamiento de Zimapán,0,2023
8559,Constancia de acreditación como artesano del municipio.,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8560,Constancia de acreditación como artesano del municipio.,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8422,Eventos Culturales,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8561,Gestión de recursos para Proyectos Turísticos ante Instancias Federales o Estatales,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8842,Convenios.,Zimapán,Ayuntamiento de Zimapán,0,2023
8423,Eventos Culturales,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8846,Apoyo con el área de barandilla.,Zimapán,Ayuntamiento de Zimapán,0,2023
8562,Gestión de recursos para Proyectos Turísticos ante Instancias Federales o Estatales,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8424,Talleres Artísticos,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8563,Vinculación de Artesanos con Instituciones de Gobierno,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8851,Poda y tala de árboles,Zimapán,Ayuntamiento de Zimapán,0,2023
8564,Vinculación de Artesanos con Instituciones de Gobierno,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8855,Solicitud de Acceso a la Información Pública Municipal.,Zimapán,Ayuntamiento de Zimapán,0,2023
8426,Croquis de localización,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8566,Feria y Concurso del Mole.,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8428,Traslado de dominio,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8569,Feria Artesanal.,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8570,Feria Artesanal.,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
7594,Prueba 2,Atlapexco,Ayuntamiento de Atlapexco,0,2023
1238,Verificación de Documentos y Vehículos,Procuraduría General de Justicia,Procuraduría General de Justicia,0,2023
8572,Autorización para trasplante de árboles,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8571,Solicitud de Recorridos Turísticos,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8573,Autorización para trasplante de árboles,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8434,Inspección y verificación a manejadores de alimento.,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8574,Atención a denuncia ciudadana en problemáticas ambientales,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8435,"Consultas médico general, dental y optometria",Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8439,Esterilización Canina o Felina Permanente,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8440,Esterilización Canina o Felina Permanente,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8579,"Atención a denuncias sobre maltrato animal, lesiones y/o daños a terceros ocasionados por animales.",Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
7607,Audiencia conciliatoria,Pacula,Ayuntamiento de Pacula,0,2023
8580,"Atención a denuncias sobre maltrato animal, lesiones y/o daños a terceros ocasionados por animales.",Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8443,Apoyo digital y tecnologico a jovenes.,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8446,Pláticas de Sensibilización sobre Equidad de Género,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8449,Capacitación para el auto empleo,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8448,Créditos a Mujeres,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8451,Becas para mujeres.,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8589,Servicio de instalación y reparación de luminarias,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8155,"Re-Inhumación en fosa, capilla o cripta",Tolcayuca,Ayuntamiento de Tolcayuca,0,2023
8452,Becas para mujeres.,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8590,Servicio de instalación y reparación de luminarias,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8591,Reposición de contrato original,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8454,Lectura en la biblioteca,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9088,Convocatorias,Secretaría de Bienestar e Inclusión Social,Instituto Hidalguense de la Juventud,0,2023
8455,Prestamo de libros,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8161,Exhumación de restos,Tolcayuca,Ayuntamiento de Tolcayuca,0,2023
8592,Reposición de contrato original,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8162,Instalación o Construcción de Monumentos,Tolcayuca,Ayuntamiento de Tolcayuca,0,2023
8163,Permiso para Construcción de Capilla Individual,Tolcayuca,Ayuntamiento de Tolcayuca,0,2023
8458,Credencial de la biblioteca,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8595,Baja del padrón de usuarios,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8459,Actividades lectoras,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8596,Baja del padrón de usuarios,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8166,Rehabilitación de fosa,Tolcayuca,Ayuntamiento de Tolcayuca,0,2023
8598,Constancia de no adeudo,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8462,Solicitud para exposición artística,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8463,Visitas guiadas por los Museos y Corredor Cultural,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8173,Traslado en Ambulancia,Tolcayuca,Ayuntamiento de Tolcayuca,0,2023
8602,Constancia de no servicios,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8601,Constancia de no servicios,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8467,"Salvaguardar vidas e intereses de la sociedad en general, tanto del sector público, social y privado",Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8468,"Salvaguardar vidas e intereses de la sociedad en general, tanto del sector público, social y privado",Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8471,Peticiones de la ciudadanía,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8473,"Renovación de Placa de Funcionamiento para negocios con giros de bajo riesgo, menores a 120 metros cuadrados.",Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8610,Solicitud de agua,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9106,SUCESION DE DERECHOS DE FIERRO QUEMADOR,Jacala de Ledezma,Ayuntamiento de Jacala de Ledezma,0,2023
9107,CANCELACIÓN DE FIERRO QUEMADOR,Jacala de Ledezma,Ayuntamiento de Jacala de Ledezma,0,2023
8613,Reubicación de toma,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9110,CANCELACION DE FIERRO QUEMADOR,Jacala de Ledezma,Ayuntamiento de Jacala de Ledezma,0,2023
8615,Reubicación de drenaje,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8619,Inspección de predio,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8620,Estudio de factibilidad (fraccionamientos),Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8621,Estudio de factibilidad (fraccionamientos),Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8624,"Estudio de factibilidad (doméstico, comercial e industrial)",Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9443,Atención Jurídica,Huichapan,Ayuntamiento de Huichapan,0,2023
8631,Reinstalación de toma,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8633,"Servicio de uso de plazas, pisos en las calles, pasajes y lugares públicos para vendedores semifijos.",Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8637,Servicio de vídeo inspección de alcantarillado sanitario,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8641,"Visitas guiadas en las instalaciones del zoológico municipal ""Nicolás Bravo"".",Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8642,Servicio de Inhumación de Cadáveres,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9799,"Visas Humanitarias, turistas y grupales.",Zimapán,Ayuntamiento de Zimapán,0,2023
8643,Servicio de Inhumación de Cadáveres,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8646,Servicio de matanza de ganado,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8644,"Refrendo por uso de criptas, fosas y capillas.",Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8648,Exhumación de restos humanos,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8647,Servicio de matanza de ganado,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8650,Servicio de transportación sanitaria de carne para consumo humano,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8651,Servicio de transportación sanitaria de carne para consumo humano,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8655,Servicio de resello de carne para consumo humano,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9811,Expedición de Tarjeta de Descuento,Huichapan,Ayuntamiento de Huichapan,0,2023
8658,Constancia de no infracción de licencia de conducir,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8659,Constancia de no infracción de licencia de conducir,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9819,Asesoría de interprete y traductor en otomí,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8662,Permiso para estacionarse (personas con capacidades diferentes),Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9821,Adopcion de caninos y felinos,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9822,Selección de candidatos y acompañamiento para corrección de cataratas,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9823,Atención Medica y Dental en Unidad Móvil,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9824,Módulo de Atención Especializado,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9825,Credencial para adultos mayores,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8668,Servicio de Prótesis dental,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9826,Comedores Municipales,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8669,Servicio de Prótesis dental,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9827,Deposito de cenizas,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8670,Servicio de Orientación y Asesoría para ejercer los Derechos de Acesso a la Información y Protección de Datos Personales.,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8671,Servicio de Orientación y Asesoría para ejercer los Derechos de Acesso a la Información y Protección de Datos Personales.,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8672,Apoyo con seguridad en eventos públicos o recorridos permanentes,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9830,Atención de Accidentes de Tránsito con Lesionados,Tlahuelilpan,Ayuntamiento de Tlahuelilpan,0,2023
8673,Apoyo con seguridad en eventos públicos o recorridos permanentes,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9831,Combate de Enjambre y/o Panales,Tlahuelilpan,Ayuntamiento de Tlahuelilpan,0,2023
8674,Atención de reporte ciudadano,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8675,Atención de reporte ciudadano,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9176,PERMISO DE CONSTRUCCIÓN AL SISTEMA DE DRENAJE MUNICIPAL,Jacala de Ledezma,Ayuntamiento de Jacala de Ledezma,0,2023
8677,Reuniones vecinales,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8676,Reuniones vecinales,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8678,Padrón de Veladores,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9179,CONSTANCIA DE NÚMERO OFICIAL,Jacala de Ledezma,Ayuntamiento de Jacala de Ledezma,0,2023
9837,Información Turística del Municipio de mineral del chico,Mineral del Chico,Ayuntamiento de Mineral del Chico,0,2023
8680,Estrategias de Prevención Escolar,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8679,Padrón de Veladores,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8681,Estrategias de Prevención Escolar,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8684,Licencia de Construcción,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9841,Atención de Trabajo Social,Mineral del Chico,Ayuntamiento de Mineral del Chico,0,2023
8692,Premio Municipal de la Juventud,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
9853,infracciones,Santiago de Anaya,Ayuntamiento de Santiago de Anaya,0,2023
9194,AUTORIZACION FIERRO QUEMADOR,Jacala de Ledezma,Ayuntamiento de Jacala de Ledezma,0,2023
8957,Asignación de Intérpretes en lenguas indígenas,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDPI),0,2023
8693,Premio Municipal de la Juventud,Tulancingo de Bravo,Ayuntamiento de Tulancingo de Bravo,0,2023
8958,Asignación de Intérpretes en lenguas indígenas,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDPI),0,2023
