Idtram,Nombre,Modalidad,Secretaria,Dependencia,Domicilio,Visitas RUTS
11052,Patrocinios en Radio Red Estatal de 20 segundos.,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Calle KM Sector Primario 42080 Pachuca De Soto Pachuca De Soto,14
11053,Patrocinios en radio Red Estatal de 30 segundos.,Presencial,Secretaría de Gobierno,Radio y Televisión de Hidalgo,Calle KM Sector Primario 42080 Pachuca De Soto Pachuca De Soto,24
11055,Ayudas Comunitarias a Mujeres y Familias Indígenas,Presencial,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,60
11056,Eco Estufas del Bienestar,Presencial,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,148
11057,"Macrojornadas ""¡A ver, A ver!""",Presencial,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,28
11058,Mujer de Maíz,Presencial,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Col. Real de Minas 42090 Pachuca De Soto Pachuca De Soto,139
11059,Por si las Lluvias,Presencial,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,199
11062,Hilos de Identidad,Presencial,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,386
11063,Seguridad Alimentaria,Presencial,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,48
11065,Remodelación de Parques en Comunidades Indígenas,Presencial,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,22
11066,Revalidación de Estudios Bachillerato del Estado de Hidalgo,Presencial,Secretaría de Educación Pública,Bachillerato del Estado de Hidalgo,Circuito Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,52
11074,Casa de la mujer indígena,Presencial,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,38
11075,Corredor Artesanal,Presencial,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,
11076,Solicitud de Autorización de Bitácora y Expedición de Gafetes de Acreditación del Personal de los Centros de Verificación Vehicular,Presencial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,190
11098,Certificado Parcial de Estudios (CEH),Presencial,Secretaría de Educación Pública,Colegio del Estado de Hidalgo,Boulevard 3 Circuito de la Concepción 42162 San Agustín Tlaxiaca San Agustín Tlaxiaca,62
11120,Bienestar de Madres Trabajadoras,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Calle s/n Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,
11158,Impuesto sobre Tenencia y Refrendo Vehicular (transporte público),Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Calle 801 Canutillo 42075 Pachuca De Soto Pachuca De Soto,566
11163,Constancia de estudios UTMIR,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de Mineral de la Reforma,Calle 1000 Paseos de Chavarría 42186 Pachuquilla Mineral De La Reforma,54
11177,Quejas del transporte público convencional en el Estado de Hidalgo,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 La colonia 42083 Pachuca De Soto Pachuca De Soto,549
11185,Formación con perspectiva de discapacidad,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Boulevard KM 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,
11186,Atención Integral para personas con discapacidad,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Boulevard Km 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,583
11187,"Invierte en ti, Invierte en Hidalgo",Semi presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Calle 101 Ampliación Santa Julia 42086 Pachuca De Soto Pachuca De Soto,181
11198,Programa de Atención al Pueblo,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,291
11201,Programa de Desarrollo Inclusivo,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,159
11202,Base para licitación.,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Infraestructura Física Educativa,Avenida 1500 Constitución 42080 Pachuca De Soto Pachuca De Soto,103
11203,Programa Bienestar y Producción,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,312
11204,Dictamen de obra,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Infraestructura Física Educativa,Avenida 1500 Constitución 42080 Pachuca De Soto Pachuca De Soto,62
11205,Validación de expedientes técnicos.,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Infraestructura Física Educativa,Avenida 1500 Constitución 42080 Pachuca De Soto Pachuca De Soto,122
11206,Asesoría Técnica,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Infraestructura Física Educativa,Avenida 1500 Constitución 42080 Pachuca De Soto Pachuca De Soto,43
11207,"Copias certificadas, copias simples y fojas digitalizadas.",Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Infraestructura Física Educativa,Avenida 1500 Constitución 42080 Pachuca De Soto Pachuca De Soto,39
11208,Trámites académicos EMEH,Presencial,Secretaría de Cultura,Escuela de Música del Estado de Hidalgo,Calle 201 Centro 42000 Pachuca De Soto Pachuca De Soto,3
11212,Asesoría en Materia de Mantenimiento y Conservación de Parques Industriales,Presencial,Secretaría de Desarrollo Económico,Corporación de Fomento de Infraestructura Industrial,Carretera S/N Las Colonias 42083 Pachuca De Soto Pachuca De Soto,4
11213,"Inscripción de la disolución, liquidación y de ambas cuando consten en un solo documento. (Registro Público de la Propiedad y del Comercio, personas morales)",Presencial,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,12
11216,INSCRIPCIÓN O ANOTACIÓN QUE NO MODIFICA EL DERECHO INSCRITO. (REGISTRO PÚBLICO DE LA PROPIEDAD Y DEL COMERCIO),Presencial,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,15
11217,Interpretación de Lengua de Señas Mexicana,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Boulevard km 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,11
11218,Constancia de Estudios UTSH,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de la Sierra Hidalguense,Carretera Km. 100 Zacualtipán 43200 Zacualtipán De Ángeles Zacualtipán De Ángeles,2
11219,Acciones en materia de transversalidad de la perspectiva de género,Presencial,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,
11220,Acciones en materia de protección de los derechos humanos de las mujeres,Presencial,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,
11221,Apoyos asistenciales otorgados a mujeres,Presencial,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,6
11222,Apoyos económicos para el bienestar físico de las mujeres,Presencial,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,5
11223,Apoyos económicos para el fortalecimiento de la autonomía de las mujeres,Presencial,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,6
11224,"Apoyos económicos para niñas y adolescentes embarazadas, madres o con plan de restitución de derechos",Presencial,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,6
11231,Camisa Institucional (ITSOEH),Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Calle 2000 Mixquiahuala-Tula k.m. 2.5 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,1
11232,Exámen de Certificación de la Lengua Extranjera (ITSOEH),Presencial,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Calle 2000 Mixquiahuala-Tula km. 2.5 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,4
11274,Inscripción al Registro Estatal de Contribuyentes Notarios Públicos de otra Entidad Federativa,Presencial,Secretaría de Hacienda,Secretaría de Hacienda,Boulevard 8091 Canutillo 42075 Pachuca De Soto Pachuca De Soto,0
11299,Dictamen de seguridad.,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Infraestructura Física Educativa,Avenida 1500 Fraccionamiento Constitución 42080 Pachuca De Soto Pachuca De Soto,0
11300,Elaboración de proyectos.,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Infraestructura Física Educativa,Avenida 1500 FRACCIONAMIENTO CONSTITUCIÓN 42080 Pachuca De Soto Pachuca De Soto,0
11301,Levantamiento topográfico.,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Infraestructura Física Educativa,Avenida 1500 Fraccionamiento Constitución 42080 Pachuca De Soto Pachuca De Soto,
11306,Supervisión de Obra.,Presencial,Secretaría de Educación Pública,Instituto Hidalguense de Infraestructura Física Educativa,Avenida 1500 Fraccionamiento Constitución 42080 Pachuca De Soto Pachuca De Soto,0
11316,Constancia de estudios UTT,Presencial,Secretaría de Educación Pública,Universidad Tecnológica de Tulancingo,Calle 301 Las Presas 43645 Tulancingo De Bravo Tulancingo De Bravo,0
11320,Apoyos económicos para el autoempleo,Presencial,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,
11324,Reimpresión de Imagen Cromática y Clave Mnemotécnica,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 La Colonia 42083 Pachuca De Soto Pachuca De Soto,
11325,Constancia de operación,Presencial,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 La Colonia 42083 Pachuca De Soto Pachuca De Soto,
11326,Uso de espacios para eventos de actividades deportivas,Presencial,Unidad de Planeación y Prospectiva,"Distrito de Educación, Ciencia, tecnología e Innovación",Boulevard Mza. 10 Santa Catarina 42163 San Agustín Tlaxiaca San Agustín Tlaxiaca,
11327,Uso de espacios para actividades empresariales y educativas,Presencial,Unidad de Planeación y Prospectiva,"Distrito de Educación, Ciencia, tecnología e Innovación",Boulevard Mza. 10 Santa Catarina 42163 San Miguel Tornacuxtla San Agustín Tlaxiaca,
11329,"Solicitud de visitas guiadas dirigido a escuelas, instituciones educativas y empresas",Presencial,Unidad de Planeación y Prospectiva,"Distrito de Educación, Ciencia, tecnología e Innovación",Boulevard Mza. 10 Santa Catarina 42163 San Miguel Tornacuxtla San Agustín Tlaxiaca,
11334,"Publicación en el Periódico Oficial, que realizan los Municipios de instrumentos legales.",Presencial,Secretaría de Gobierno,Secretaría de Gobierno,Calle 517 Centro 42000 Pachuca De Soto Pachuca De Soto,255
11335,Asesoría jurídica en materia laboral,Presencial,Secretaría de Trabajo y Previsión Social,Centro de Conciliación Laboral del Estado de Hidalgo,Avenida 394 La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,
11352,Agua Vida,Presencial,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,
11353,Guardianas de Vida,Presencial,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,
11355,Piso firme para todos,Presencial,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,
11363,Programa Xantolo para el Ejercicio Fiscal 2025,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Boulevard s/n Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,
11364,Programa Para la Celebración del día del Niño y Niña,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Boulevard s/n Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,
11365,Programa Celebración Día de las Madres.,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Boulevard s/n Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,
11366,Programa de Subsidio al Servicio de Verificación Vehicular.,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Boulevard s/n Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,
11367,Apoyo Económico para Documentos Internacionales,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Calle 101 Ampliación Santa Julia 42080 Pachuca De Soto Pachuca De Soto,
11368,Apoyo Economico a Personas Migrantes Hidalguenses en Materia de Salud,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Calle 101 Ampliación Santa Julia 42080 Pachuca De Soto Pachuca De Soto,
11369,Apoyo económoco en el traslado de restos,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Calle 101 Ampliación Santa Julia 42080 Pachuca De Soto Pachuca De Soto,
11370,Apoyo Económico en el Traslado de Restos,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Calle 101 Ampliación Santa Julia 42080 Pachuca De Soto Pachuca De Soto,
11371,Apoyo Económico a Migrantes Hidalguenses por Repatriación o Deportación,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Calle 101 Ampliación Santa Julia 42080 Pachuca De Soto Pachuca De Soto,
11372,Bienestar de Personas Cuidadoras de Personas con Discapacidad,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Boulevard Km 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,
11373,Apoyo Económico para Migrantes Hidalguenses por Vulnerabilidad,Presencial,Secretaría de Bienestar e Inclusión Social,Secretaría de Bienestar e Inclusión Social,Calle 101 Ampliación Santa Julia 42080 Pachuca De Soto Pachuca De Soto,
