Idtram,Tramite,TraNombre,Similitud (%),Visitas Totales,Solicitudes,Secretaria,Dependencia,Modalidad,Domicilio,tiempo_estimado_por_persona,unidad_tiempo,cantidad_atenciones_2022,cantidad_atenciones_2023,cantidad_atenciones_2024,nivel_digitalizacion,TipoTramite,TraPersona,TraResolucionesFavorables,TraResolucionesNegativas,NumRequisitos,NumFormatos,TraCosto,RangoMontoInicial,RangoMontoFinal,PermiteAgendarCita,AgendarCitaEnLinea,DescargaFormatos,ExisteAppTramite,ResolucionInmediata,Sector,QuienSolicita,ListRequisitos
1551,"Copia de plano de la localidad, 60x90 cms (Catastral)",Copia de plano de la localidad,72.28915663,910,0,Secretaría de Hacienda,Instituto Catastral,Presencial,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,3,dias,3,8,14,,Otro,,0,0,4,,VERDADERO,,,1,1,,,,,Interesado,Escrito Libre (de solicitud o petición) | Croquis de Localización | Comprobante de Domicilio | Comprobante de Pago del trámite
1685,Concesiones y Permisos de Servicios Auxiliares y Conexos Autorizados por el Sistema de Transporte Convencional,Concesiones y Permisos de Servicios Auxiliares y Conexos.,67.06586826,1227,0,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Presencial,Avenida 205 Sistema de Transporte Convencional 42083 Pachuca De Soto Pachuca De Soto,,,,,,,Otro,Social,0,0,17,1,VERDADERO,75.00,"1,300.00",0,0,0,,,,Interesado,"1. Solicitud General para Trámites | Acta constitutiva | Identificación Oficial (IFE, INE o Pasaporte Vigente) | 4. Constancia de Situación Fiscal (no mayor a 3 meses) | Comprobante de Domicilio | 6. Póliza de seguro vigente del inmueble | 7. Croquis que indique la ubicación | 8. Copia certificada del documento que acredite la legal propiedad o contrato de arrendamiento del inmueble en que se pretenda operar | 9. Permiso o autorización sobre uso del suelo del predio en donde se pretenda operar | 10. Permiso o autorización de Impacto Ambiental expedido por la Secretaría del Medio Ambiente y Recursos Naturales | 11. Proyecto de reglamento interior de operación. | 12. Reporte de protección civil. | 13. Licencia de funcionamiento. | 14. Proyecto arquitectónico firmado por un Director responsable de obra. | a) Permisos emitidos por Autoridad competente, para el uso de aparatos de radiocomunicación. | b) Contrato de la línea o líneas telefónicas de carácter comercial, a nombre de la o el solicitante. | c) Nombre de las líneas que harán uso de la terminal."
10521,Historial Académico UPFIM,Historial académico UPFIM,60,76,0,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Presencial,Calle s/n Domicio Conocido 42660 Tepatepec Francisco I. Madero,8,hrs,120,149,143,Nivel 1,Constancia,Social,200,0,2,,VERDADERO,,,0,0,,,,,Interesado,"Comprobante de Pago del trámite | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
,SERVICIOS QUE PROMUEVEN LA IGUALDAD ENTRE MUJERES Y HOMBRES,Servicios de sensibilización para la Igualdad entre Mujeres y Hombres,60.46511628,,,,,,,,,,,,,Asesoría,Social,4787,0,,3,FALSO,,,1,0,0,,,,Interesado,
1703,Extinción de Permisos de Servicio Privado y Complementario de Transporte de Personas y Bienes,Extinción de Permiso de servicio privado y complementario de transporte de personas y bienes.,63.44086022,107,0,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Presencial,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,,,,,,,Otro,Social,0,0,4,1,VERDADERO,,,0,0,0,,,,Interesado,"1. Solicitud General para Trámites. | Identificación Oficial (IFE, INE o Pasaporte Vigente) | 3. Copia de Tarjeta de circulación. | 4. Comprobante de pago del trámite solicitado"
7469,Transferencia por Sentencia de Adjudicación de la Concesión del Servicio de Transporte Público,Transferencia por Sentencia de Adjudicación,62.77372263,173,0,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Presencial,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,,,,,,,Otro,Social,0,0,16,1,VERDADERO,65.00,65.00,0,0,0,,,,Interesado,"1. Solicitud General para Trámites | Acta constitutiva | Identificación Oficial (IFE, INE o Pasaporte Vigente) | 4. Constancia de Situación Fiscal (no mayor a tres meses). | Comprobante de Domicilio | 6. Constancia de no antecedentes penales (original no mayor a un mes). | 7. Copia certificada del acta de defunción y de la sentencia de adjudicación del juicio sucesorio correspondiente de los derechos del concesionario o en caso la protocolización del juicio ante notario público. | 8. Copia certificada del acta de nacimiento o copia certificada del acta de matrimonio. | 9. Licencia Vigente CLASE A de chofer del Estado de Hidalgo (chofer). | 10. Tarjetón vigente emitido por el Sistema de Transporte Convencional de Hidalgo. | 11. Factura expedida a nombre del titular o del solicitante endosado a su favor. | 12. Tarjeta de circulación o baja. | 13. Recibo de último pago de tenencia. | 14. Verificación actual o carta compromiso. | 15. Póliza de seguro de la unidad (ticket de pago). | 16. Si cambió de motor deberá presentar factura del mismo a nombre del solicitante. "
5343,Atención Temporal a Niñas y Niños acompañantes de usuarias,Atención Temporal a Niñas y Niños de 45 días a 11 años con 11 meses cumplidos. Acompañantes de Mujeres Usuarias,54.43786982,119,5492,Secretaría de Gobierno,Ciudad de las Mujeres,Presencial,Calle S/N Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,,,,,,,Otro,Social,5492,0,,4,FALSO,,,,,,,,,,
1192,"Aviso de Previsiones de Compra Venta de Estupefacientes para Farmacias, Droguerías y Boticas","Aviso de previsiones de compra venta de estupefacientes para Farmacias, Droguerías y Boticas",66.30434783,533,0,Secretaría de Salud,Secretaría de Salud,Presencial,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,20,min,425,604,533,Nivel 1,Aviso,Ambos,37,0,3,,FALSO,,,0,0,,,,Comercio al por mayor,Representante legal | Interesado,Registro Federal de Contribuyentes (RFC) | Comprobante de Domicilio | Carta poder del representante legal
7566,Examen General de Egreso de la Licenciatura (ITSOEH)-IngenierÍas,Examen general de egreso de la licenciatura - Ingenierías (ITSOEH),67.69230769,298,0,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Presencial,Carretera 2000 Mixquiahuala Tula km 2.5 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,3,dias,358,545,298,,Examen,Social,353,0,3,,VERDADERO,,,0,0,,,,,Interesado,"Constancia de estudios | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Comprobante de Pago del trámite"
7577,Proceso de Incubación (ITSOEH),Proceso de Incubación de Proyecto Tipo I (ITSOEH),75.94936709,119,0,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Presencial,Carretera 0 Cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,30,dias,240,280,119,,Asesoría,Ambos,0,0,1,,VERDADERO,,,0,0,,,,,Interesado,"Identificación Oficial (IFE, INE o Pasaporte Vigente)"
7554,Protocolo de Titulación a Nivel Licenciatura (ITSOEH),Protocolo de titulación a nivel licenciatura (ITSOEH),67.9245283,187,0,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Presencial,Carretera 0 Cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,3,dias,280,430,187,,Otro,Social,378,0,4,,VERDADERO,,,0,0,,,,,Interesado,Oficio de asignación de jurado | Constancia de no inconveniencia | Dictamen de la comisión revisora | Trabajo de titulación en CD
7578,Cuota por Servicio de Extensión y Educación continua (ITSOEH),"Cuota por servicio de extensión , actualización o educación continua (ITSOEH)",57.97101449,161,0,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Presencial,Carretera 0 cinta larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,30,dias,217,268,161,,Asesoría,Ambos,2539,0,1,,VERDADERO,,,0,0,,,,,Interesado,"Identificación Oficial (IFE, INE o Pasaporte Vigente)"
9858,Curso de Idiomas (ITSOEH),Curso de Inglés (ITSOEH),81.63265306,378,2010,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Presencial,Calle 2000 Cinta Larga 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,7,dias,487,619,458,,Otro,Social,3767,0,1,,VERDADERO,,,0,0,,,,,Interesado,Comprobante de Pago del trámite
447,Expedición de Constancias de No inhabilitación,Expedición de Constancias de NO inhabilitación,97.82608696,94109,35799,Secretaría de Contraloría,Secretaría de Controlaría,Presencial,Calle 301 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,48,hrs,20133,35799,36553,,Constancia,Social,3,1,1,1,VERDADERO,,,0,0,0,,,,Interesado,Clave Única de Registro de Población (CURP)
9958,Curso de Asignatura de 120 horas o más,Curso de asignatura de 120 horas o mas,78.94736842,120,0,Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Presencial,Carretera 2000 Mixquiahuala de Juárez 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,3,dias,1455,1171,187,,Asesoría,Social,54,0,1,,VERDADERO,,,,,,,,,,Comprobante de Pago del trámite
8746,Permiso Sanitario para Traslado de Cadáveres o Restos Áridos Fuera del Territorio Estatal,Permiso Sanitario de traslado de Cadáveres o Restos Áridos,70.74829932,1711,0,Secretaría de Salud,Secretaría de Salud,Presencial,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,20,min,1587,1911,1711,Nivel 1,Permiso,Ambos,576,0,3,,VERDADERO,,,0,0,,,,Comercio al por mayor,Representante legal | Interesado,"Identificación Oficial (IFE, INE o Pasaporte Vigente) | Copia simple del formato de Aviso de Funcionamiento y Responsable Sanitario del establecimiento. | Comprobante de Pago del trámite"
1596,Aprobación del Plan de Manejo de Residuos de Manejo Especial.,Aprobación del Plan de Manejo Especial,76.76767677,1529,0,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Presencial,Calle 100 Adolfo Lopez Mateos 42094 Pachuca De Soto Pachuca De Soto,60,dias,36,22,89,Nivel 2,Aprobación,Ambos,20,18,3,1,VERDADERO,,,,,,,,"Transportes, correos y almacenamiento",,Oficio de solicitud | Formato Guía para la elaboración del plan de manejo | Comprobante de Pago del trámite
6664,Autorización para la Operación de sitios de Disposición Final para Residuos Provenientes de la Construcción,Autorización para la Operación de Escombreras o Sitios de Disposición Final de Residuos provenientes de la construcción,66.37168142,1228,0,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Presencial,Calle 100 Adolfo López Mateos 43094 Pachuca De Soto Pachuca De Soto,30,dias,4,9,3,,Autorización,Social,30,25,4,1,FALSO,,,,,,,,,,"Escrito libre de solicitud | Identificación Oficial (IFE, INE o Pasaporte Vigente) | Título de propiedad | Datos del Predio"
1476,Autorización para Prestar Servicios de Seguridad Privada en el Estado.,Autorización para prestar servicios de seguridad privada en el estado,71.94244604,3388,96,Secretaría de Seguridad Pública,Secretaría de Seguridad Pública,Presencial,Boulevard S/N Fraccionamiento Colosio II 42039 Pachuca De Soto Pachuca De Soto,10,dias,72,91,125,Nivel 1,Autorización,Ambos,91,46,25,1,VERDADERO,"10,586.00","25,405.00",0,0,0,,,Corporativos,Representante legal | Interesado,"Solicitud de Autorización (ANEXO I) | Certificación Federal Vigente | Copia certificada del acta constitutiva en el caso personas morales (actualizaciones), Copia certificada del acta de nacimiento en el caso de personas fisícas | Registro Federal de Contribuyentes y Constancia de situación fiscal | Ultima declaración fiscal y opinión vigente de cumplimiento de obligaciones fiscales | Tarjeta de Identificación Patronal y la inscripción de sus trabajadores (formato SUA) ante el IMSS | Opinión Positiva del cumplimieno de las obligaciones en materia de seguridad social | Comprobante de domicilio del Estado (ANEXO IIA y IIB) | Protesto de que el inmueble que ocupan las oficinas no se encuentran en lugar de acceso restringido al público | Licencia de Funcionamento | Protesto de no ser miembro activo de los cuerpos de Seguridad Pública o de las Fuerzas Armadas (ANEXO IV) | Carta de No Antecedentes Penales de los socios y personal administrativo | Protesto de no uso de frecuencia restringida (ANEXO V) | Protesto de no portación de Armas de Fuego (ANEXO VI), o en su caso, el permiso para la portación de armas expedido por la SEDENA | (ANEXO VIIA) Relación del personal directivo, administrativo y operativo y (ANEXOS VIIB y C) documentación del personal (acta de nacimiento, CURP, INE, comprobante de estudios, cartilla del servicio militar) | Exámenes de Evaluación de Control y Confianza | Formato de Credencial que Expedida por la empresa | Manual de Operación (Por cada modalidad solicitada) | Manual de Selección, capacitación y adiestramiento (previamente autorizado por el Instituto) | Inventario de bienes muebles e inmuebles que se utilizan para la prestación del servicio dentro del Estado de Hidalgo (ANEXO VIII) | Relación del equipamiento (ANEXOS IXB y C) | Protesto de no tener perros para la prestación del servicio (ANEXO X) | Fotografías del vestuario que se utiliza para la prestación de Servicios (ANEXOS XIA y B) | Poliza de Fianza (cuando sea solicitada) | Pago de derechos (cuando sea solicitado)"
481,Consulta externa de pediatría y especialidades en el Hospital del Niño DIF Hidalgo,Consulta Externa de Pediatría y Especialidades en el Hospital del Niño DIF Hidalgo ,100,29439,86287,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Presencial,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,,dias,22364,39438,29439,Nivel 1,,Social,31900,0,3,,FALSO,,,0,0,,,,,Interesado,"Acta de nacimiento | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
876,Inicio de Carpetas de Investigación Presencial,Número Único de Caso de la Carpeta de Investigación,84.02061856,16374,54496,Procuraduría General de Justicia,Procuraduría General de Justicia,Presencial,Calle S/N Centro Civico 42083 Pachuca De Soto Pachuca De Soto,2,hrs,231,479,370,Nivel 1,Otro,Ambos,0,0,1,,FALSO,,,0,0,,,,,Representante legal | Interesado | Tutor | Padres,"Identificación Oficial (IFE, INE o Pasaporte Vigente)"
986,Certificado de Inscripción (Registro Público de la Propiedad y del Comercio),Certificado de Inscripción ,70,24431,47334,Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Presencial,Avenida 907 Rio de las Avenidas 42094 Pachuca De Soto Pachuca De Soto,6,dias,3483,3541,3795,Nivel 3.5,Certificación,Ambos,47334,0,5,,VERDADERO,,,0,0,,,,,Otro,"Solicitud de ingreso | Comprobante de Pago del trámite | Solicitud por escrito que debe contener: Datos del inmueble o sociedades requeridas, nombre del propietario, ubicación del inmueble, datos de inscripción y tipo de certificación solicitada | Clave Única de Registro de Población (CURP) | Identificación Oficial (IFE, INE o Pasaporte Vigente)"
825,Pago de Derechos Anuales de las Unidades Autorizadas por el Sistema de Transporte Convencional,Pago de Derechos Anuales para el servicio público y privado,74.62686567,1642,16774,Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Presencial,Avenida 205 La Colonia 42083 Pachuca De Soto Pachuca De Soto,30,min,14070,16774,14346,Nivel 2,Otro,Social,0,0,3,1,VERDADERO,5.00,250.00,0,0,0,,,,Interesado,1. Solicitud General para Trámites | 2. Copia de la tarjeta de circulación | 3. Copia del seguro de la unidad vigente y su pago
332,Inscripción en el Padrón de Proveedores (Persona Física),INSCRIPCIÓN EN EL PADRÓN DE PROVEEDORES (PERSONA FISICA),95.10714286,29440,5474,Secretaría de Contraloría,Secretaría de Controlaría,Presencial,"Carretera 0 Venta Prieta, Ex Centro Minero 42083 Pachuca De Soto Pachuca De Soto",,,,,,,Inscripción,Empresarial,0,0,,,FALSO,,,,,,0,0,,Interesado,
1175,Registro Estatal de Consultores en Materia de Protección Civil,REGISTRO ESTATAL DE CONSULTORES EN MATERIA DE PROTECCIÓN CIVIL,100,2033,1695,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Presencial,Calle 115 Revolución 42060 Pachuca De Soto Pachuca De Soto,30,dias,1780,2006,2033,Nivel 1,Registro,Ambos,0,0,,,VERDADERO,,,1,0,,,,"Servicios profesionales, científicos y técnicos",Representante legal | Interesado | Tercero con carta poder,
1168,Por la supervisión y emisión de opiniones técnicas de factibilidad de usos de suelo de impacto significativo,POR LA SUPERVISIÓN Y EMISIÓN DE OPINIONES TÉCNICAS DE FACTIBILIDAD DE USOS DE SUELO DE IMPACTO SIGNIFICATIVO,100,1375,1666,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Presencial,Calle 115 Revolución 42060 Pachuca De Soto Pachuca De Soto,30,dias,0,2093,1375,Nivel 1,Opinión,Ambos,0,0,,,VERDADERO,,,1,0,,,,,Representante legal | Interesado | Tercero con carta poder,
